text,gold_labels,generated
"Administration of excessive insulin induced hypoglycemia within 4 to 8 hours, followed by rebound hyperglycemia.","[['insulin', 'hypoglycemia'], ['insulin', 'rebound hyperglycemia']]","[['insulin', 'hypoglycemia'], ['insulin','rebound hyperglycemia']]"
Administration of amantadine was associated with psychotic decompensations in two schizophrenic patients being maintained on concomitant neuroleptic medication.,"[['amantadine', 'psychotic decompensations']]","[['amantadine', 'psychotic decompensations']]"
DISCUSSION: Electrolyte disorders associated with foscarnet are reviewed.,"[['foscarnet', 'Electrolyte disorders']]","[['foscarnet', 'Electrolyte disorders']]"
Concomitant administration of lithium with olanzapine may place patients at risk for NMS.,"[['lithium', 'NMS'], ['olanzapine', 'NMS']]","[['lithium', 'NMS'], ['olanzapine', 'NMS']]"
Ovarian endometrioid adenocarcinoma arising from an endometriotic cyst in a postmenopausal woman under tamoxifen therapy for breast cancer: a case report.,"[['tamoxifen', 'Ovarian endometrioid adenocarcinoma']]","[['tamoxifen', 'Ovarian endometrioid adenocarcinoma']]"
Evidence is shown in this report that adenosine was associated with dangerous worsening of arrhythmia in patients with atrial flutter.,"[['adenosine', 'arrhythmia']]","[['adenosine', 'worsening of arrhythmia']]"
Captopril-induced acute reversible renal failure.,"[['Captopril', 'acute reversible renal failure']]","[['Captopril', 'acute reversible renal failure']]"
Induction of rapid mood cycling during L-dopa treatment in a bipolar patient.,"[['L-dopa', 'rapid mood cycling']]","[['L-dopa', 'induction of rapid mood cycling']]"
"Immobilization, while Paget's bone disease was present, and perhaps enhanced activation of dihydrotachysterol by rifampicin, could have led to increased calcium-release into the circulation.","[['dihydrotachysterol', 'increased calcium-release']]","[['rifampicin', 'calcium-release'], ['dihydrotachysterol', 'calcium-release']]"
We describe a patient who presented with bloody diarrhoea after 15 mg meloxicam daily for 10 days for osteoarthritis.,"[['meloxicam', 'bloody diarrhoea']]","[['meloxicam', 'bloody diarrhoea']]"
Cardiac arrest following use of sumatriptan.,"[['sumatriptan', 'Cardiac arrest']]","[['sumatriptan', 'Cardiac arrest']]"
We describe a patient with the antiphospholipid syndrome who had skin necrosis develop from low-molecular weight heparin therapy at sites distant from injection sites.,"[['low-molecular weight heparin', 'skin necrosis']]","[['low-molecular weight heparin','skin necrosis']]"
Transient central diabetes insipidus in the setting of underlying chronic nephrogenic diabetes insipidus associated with lithium use.,"[['lithium', 'Transient central diabetes insipidus']]","[['lithium', 'Transient central diabetes insipidus']]"
Alternating sinus rhythm and intermittent sinoatrial block induced by propranolol.,"[['propranolol', 'Alternating sinus rhythm'], ['propranolol', 'intermittent sinoatrial block']]","[['propranolol', 'Intermittent sinoatrial block'], ['propranolol', 'Alternating sinus rhythm']]"
Tuberculous uveitis after treatment with etanercept.,"[['etanercept', 'Tuberculous uveitis']]","[['etanercept', 'Tuberculous uveitis']]"
Two patients with HLH developed etoposide-related secondary acute myeloid leukemia (sAML) following therapy for HLH.,"[['etoposide', 'sAML'], ['etoposide', 'secondary acute myeloid leukemia']]","[['etoposide','sAML'], ['etoposide','secondary acute myeloid leukemia']]"
The Naranjo probability scale indicated a probable relationship between apnea and exposure to lamotrigine through breast-feeding in this infant.,"[['lamotrigine', 'apnea']]","[['lamotrigine', 'apnea']]"
"CONCLUSIONS: This is the first report of a possible interaction between propafenone and citalopram, which caused propafenone adverse effects (eg, dizziness, falls) and mimicked coronary artery disease.","[['citalopram', 'coronary artery disease'], ['propafenone', 'coronary artery disease'], ['citalopram', 'dizziness'], ['propafenone', 'dizziness'], ['citalopram', 'falls'], ['propafenone', 'falls']]","[['citalopram', 'dizziness'], ['propafenone', 'dizziness'], ['propafenone', 'falls'], ['citalopram', 'falls'], ['propafenone', 'dizziness'], ['propafenone', 'dizziness'], ['citalopram', 'falls']]"
"We describe a case of poisoning with 3,4-methylenedioxymet-amphetamine Ecstasy that presented with all the features suggestive of a fatal outcome, including a creatinine phosphokinase level markedly higher than any previously reported.","[['3,4-methylenedioxymet-amphetamine Ecstasy', 'poisoning']]","[['3,4-methylenedioxymet-amphetamine Ecstasy', 'fatal outcome'], ['3,4-methylenedioxymet-amphetamine Ecstasy', 'creatinine phosphokinase level markedly higher']]"
We describe two cases of acute pancreatitis that occurred after long term mesalamine therapy for ulcerative colitis.,"[['mesalamine', 'acute pancreatitis']]","[['mesalamine', 'acute pancreatitis']]"
Acyclovir produces neurologic symptoms that resemble extension of viral infection into the central nervous system.,"[['Acyclovir', 'neurologic symptoms']]","[['Acyclovir', 'neurologic symptoms']]"
BACKGROUND: Hydroxyurea is a cytostatic agent used to treat myeloproliferative disorders and long-term treatment is associated with mucocutaneous adverse events and nail hyperpigmentation.,"[['Hydroxyurea', 'mucocutaneous adverse events'], ['Hydroxyurea', 'nail hyperpigmentation']]","[['Hydroxyurea', 'nail hyperpigmentation'], ['Hydroxyurea','mucocutaneous adverse events']]"
"After other potential causes of liver toxicity were excluded, TMP-SMX was determined to be the cause of his acute liver toxicity.","[['TMP-SMX', 'acute liver toxicity'], ['TMP-SMX', 'liver toxicity']]","[['TMP-SMX', 'liver toxicity']]"
"A 32-year-old man with a family history of type 2 diabetes mellitus presented with circulatory collapse and deep coma after 9 days of treatment with perospirone hydrochloride, a recently developed atypical antipsychotic agent available only in Japan.","[['perospirone hydrochloride', 'circulatory collapse'], ['perospirone hydrochloride', 'deep coma']]","[['perospirone hydrochloride', 'deep coma'], ['perospirone hydrochloride', 'circulatory collapse']]"
A 74-year-old hypercholestrerolaemic woman taking cerivastatin (0.15 mg/day) for 22 days complained of general muscle weakness and muscle pain.,"[['cerivastatin', 'muscle pain'], ['cerivastatin', 'muscle weakness']]","[['cerivastatin','muscle weakness'], ['cerivastatin','muscle pain']]"
"Eosinophilia has been encountered from 0.2 to 61.7% in clozapine-treated patients, mostly with a transient course and spontaneous remission.","[['clozapine', 'Eosinophilia']]","[['clozapine', 'Eosinophilia']]"
"Occasionally, despite good therapeutic response, clozapine must be stopped due to dangerous side effects such as agranulocytosis.","[['clozapine', 'agranulocytosis']]","[['clozapine', 'agranulocytosis']]"
"However, continued low-dose MTX led, in spite of normal liver tests, 8 years after the last biopsy to liver failure and death in 1 of our patients.","[['MTX', 'death'], ['MTX', 'liver failure']]","[['MTX', 'liver failure'], ['MTX', 'death']]"
Physicians should be aware of the potential for the development of RS among children who are receiving long-term aspirin therapy for the treatment of systemic inflammatory illnesses.,"[['aspirin', 'RS']]","[['aspirin', 'RS']]"
Like other atypical neuroleptics olanzapine is considered to show a reduced prevalence of extrapyramidal side effects when compared to classical neuroleptic drugs.,"[['olanzapine', 'extrapyramidal side effects']]","[['olanzapine', 'extrapyramidal side effects']]"
Clozapine induced polyserositis.,"[['Clozapine', 'polyserositis']]","[['Clozapine', 'polyserositis']]"
Tegaserod-associated ischemic colitis.,"[['Tegaserod', 'ischemic colitis']]","[['Tegaserod', 'ischemic colitis']]"
"The cause of these previously unreported side effects of niacin therapy is uncertain but may be related to prostaglandin-mediated vasodilatation, hyperalgesia of sensory nerve receptors, and potentiation of inflammation in the gingiva with referral of pain to the teeth.","[['niacin', 'hyperalgesia of sensory nerve receptors'], ['niacin', 'pain to the teeth'], ['niacin', 'potentiation of inflammation in the gingiva'], ['niacin', 'prostaglandin-mediated vasodilatation']]","[['niacin', 'hyperalgesia of sensory nerve receptors'], ['niacin', 'potentiation of inflammation in the gingiva'], ['niacin', 'pain to the teeth'], ['niacin', 'prostaglandin-mediated vasodilatation']]"
"We consider asterixis to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or clozapine are used in combination with CBZ.","[['CBZ', 'asterixis'], ['clozapine', 'asterixis'], ['lithium', 'asterixis'], ['CBZ', 'neurotoxicity'], ['clozapine', 'neurotoxicity'], ['lithium', 'neurotoxicity']]","[['lithium', 'neurotoxicity'], ['clozapine', 'neurotoxicity'], ['CBZ', 'neurotoxicity'], ['CBZ', 'asterixis'], ['lithium', 'asterixis']]"
STUDY DESIGN: Case reports are presented of three premature infants (mean gestational age 27 weeks) cared for in the intensive care nursery in whom clinically significant septal hypertrophy and left ventricular outflow tract obstruction developed during dexamethasone treatment for bronchopulmonary dysplasia.,"[['dexamethasone', 'left ventricular outflow tract obstruction'], ['dexamethasone', 'septal hypertrophy']]","[['dexamethasone','septal hypertrophy'], ['dexamethasone', 'left ventricular outflow tract obstruction']]"
"OBJECTIVE: To report a case of serotonin syndrome associated with interaction between fentanyl and citalopram, as evidenced by medication history, clinical features and reversal following discontinuation of fentanyl.","[['citalopram', 'serotonin syndrome'], ['fentanyl', 'serotonin syndrome'], ['fentanyl', 'serotonin syndrome']]","[['citalopram','serotonin syndrome'], ['fentanyl','serotonin syndrome']]"
We report here on a heretofore undescribed respiratory syncytial virus (RSV) infection in a patient with a long-standing history of refractory CLL that was treated with fludarabine phosphate.,"[['fludarabine phosphate', 'respiratory syncytial virus (RSV) infection']]","[['fludarabine phosphate','respiratory syncytial virus (RSV) infection']]"
"The second patient, who developed cholestasis after receiving trimethoprim-sulfamethoxazole, had marked duct paucity in the liver biopsy.","[['trimethoprim-sulfamethoxazole', 'cholestasis'], ['trimethoprim-sulfamethoxazole', 'duct paucity']]","[['sulfamethoxazole', 'cholestasis'], ['trimethoprim', 'cholestasis']]"
"Gestational diabetes was no less severe (degree of hyperglycaemia, need for insulin therapy) when associated with norethisterone.","[['norethisterone', 'Gestational diabetes']]","[['norethisterone', 'Gestational diabetes'], ['norethisterone', 'degree of hyperglycaemia'], ['norethisterone', 'need for insulin therapy']]"
"Subsequently, he developed hyperglycemia (fasting blood glucose 138 mg/dL) that resolved when olanzapine was stopped and recurred (fasting blood glucose 150 mg/dL) after 2 days of rechallenge with olanzapine 2.5 mg twice daily.","[['olanzapine', 'hyperglycemia']]","[['olanzapine', 'hyperglycemia']]"
We report 3 children with epilepsy who developed facial motor tics after initiation of CBZ for complex partial seizures.,"[['CBZ', 'facial motor tics']]","[['CBZ', 'facial motor tics']]"
"DISCUSSION: To our knowledge, this is the first case report illustrating neuralgic amyotrophy triggered by exposure to the antibiotics vancomycin, tobramycin, and piperacillin/tazobactam.","[['piperacillin', 'neuralgic amyotrophy'], ['tazobactam', 'neuralgic amyotrophy'], ['tobramycin', 'neuralgic amyotrophy'], ['vancomycin', 'neuralgic amyotrophy']]","[['piperacillin', 'neuralgic amyotrophy'], ['tazobactam', 'neuralgic amyotrophy'], ['vancomycin', 'neuralgic amyotrophy'], ['tazobactam', 'neuralgic amyotrophy']]"
Acne provoked by gold seems not to have been described elsewhere.,"[['gold', 'Acne']]","[['gold', 'Acne']]"
We also describe a case of timolol-induced ocular pemphigoid.,"[['timolol', 'ocular pemphigoid']]","[['timolol', 'ocular pemphigoid']]"
A 10-year-old girl with Lennox-Gastaut syndrome who received intravenous lorazepam for atypical absence status seizures is reported.,"[['lorazepam', 'seizures']]","[['lorazepam', 'atypical absence status seizures']]"
OBJECTIVE: To report a case of reversible nonthrombocytopenic palpable purpura associated with metoclopramide.,"[['metoclopramide', 'nonthrombocytopenic palpable purpura']]","[['metoclopramide','reversible nonthrombocytopenic palpable purpura']]"
"As these cases revealed, close monitoring of blood chemistry is mandatory after starting spironolactone, and patients should be advised to stop spironolactone immediately if diarrhoea develops.","[['spironolactone', 'diarrhoea']]","[['spironolactone', 'diarrhoea']]"
Granulocytopenia and agranulocytosis are considered among the most dangerous adverse effects of clozapine.,"[['clozapine', 'agranulocytosis'], ['clozapine', 'Granulocytopenia']]","[['clozapine', 'agranulocytosis'], ['clozapine', 'Granulocytopenia']]"
Delayed neurotoxicity of intraventricular interleukin-2: a case report.,"[['interleukin-2', 'neurotoxicity']]","[['interleukin-2', 'Delayed neurotoxicity']]"
