text,gpt3_generated_labels,gold_labels
two patients with bipolar affective disorder and a history of bronchospastic phenomena experienced tremor during lithium carbonate therapy.,"[['lithium carbonate', 'tremor']]","[['lithium carbonate', 'tremor']]"
anaphylactoid reaction to methylprednisolone pulsed therapy for multiple sclerosis.,"[['methylprednisolone', 'anaphylactoid reaction']]","[['methylprednisolone', 'anaphylactoid reaction']]"
herein is reported an unusual case of coexistent warfarin-induced skin necrosis and heparin-induced thrombocytopenia following mitral valve replacement for thromboembolic phenomena associated with marantic endocarditis and bronchial adenocarcinoma.,"[['warfarin', 'skin necrosis'], ['heparin', 'thrombocytopenia']]","[['warfarin', 'skin necrosis'], ['heparin', 'thrombocytopenia']]"
reye syndrome (rs) is believed to occur infrequently among children receiving long-term aspirin therapy.,"[['aspirin', 'reye syndrome']]","[['aspirin', 'reye syndrome'], ['aspirin', 'rs']]"
nabumetone-associated interstitial nephritis.,"[['nabumetone', 'interstitial nephritis']]","[['nabumetone', 'interstitial nephritis']]"
"we report on 7 patients (2 women, 5 men) with chronic renal failure, who developed under a high dosage of the new diuretic muzolimine (range 240 to 1440 mg per day) fatal neuromyeloencephalopathy.","[['muzolimine', 'neuromyeloencephalopathy']]","[['muzolimine', 'fatal neuromyeloencephalopathy']]"
gold-induced aplastic anemia.,"[['gold', 'aplastic anemia']]","[['gold', 'aplastic anemia']]"
we report a case of fatal pulmonary toxicity in a patient with advanced non-small cell lung cancer who received erlotinib.,"[['erlotinib', 'pulmonary toxicity']]","[['erlotinib', 'fatal pulmonary toxicity']]"
"ards is rarely associated with rituximab infusion for lympho-proliferative disorders, but it should be considered by those administering rituximab, especially when a patient develops severe pulmonary symptoms soon after infusion.","[['rituximab', 'ards']]","[['rituximab', 'ards'], ['rituximab', 'ards'], ['rituximab', 'severe pulmonary symptoms']]"
the case of a patient with infectious mononucleosis treated with cephalexin who later showed a rash is presented and the previous literature is reviewed.,"[['cephalexin', 'infectious mononucleosis']]","[['cephalexin', 'rash']]"
"we report 3 patients with severe hepatocellular damage due to cpa therapy, 2 with fatal fulminant hepatitis.","[['cpa', 'hepatocellular damage']]","[['cpa', 'fatal fulminant hepatitis'], ['cpa', 'severe hepatocellular damage']]"
"however, as illustrated by these and other cases reported to date, the onset of troglitazone-induced liver injury is insidious and temporally variable.","[['troglitazone', 'liver injury']]","[['troglitazone', 'liver injury']]"
sustained ventricular tachycardia in a thalidomide-treated patient with primary plasma-cell leukemia.,"[['thalidomide', 'sustained ventricular tachycardia']]","[['thalidomide', 'sustained ventricular tachycardia']]"
"the first known report of quetiapine exacerbating ocs in a 43-year-old man with obsessive-compulsive disorder (ocd), trichotillomania, delusional disorder and bipolar ii disorder is presented.","[['quetiapine', 'ocs']]","[['quetiapine', 'exacerbating ocs']]"
extensive immunological investigations were performed in a patient with definite seronegative rheumatoid arthritis who developed hypogammaglobulinemia in the course of gold therapy.,"[['gold', 'hypogammaglobulinemia']]","[['gold', 'hypogammaglobulinemia']]"
"sodium valproate and carbamazepine, antiepileptic drugs that are associated with a relatively low rate of adverse cutaneous reactions, should be added to the growing list of drugs that produce psoriasiform eruptions.","[['sodium valproate', 'psoriasiform eruptions'], ['carbamazepine', 'psoriasiform eruptions']]","[['carbamazepine', 'psoriasiform eruptions'], ['sodium valproate', 'psoriasiform eruptions']]"
zolpidem tissue concentrations in a multiple drug related death involving ambien.,"[['ambien', 'zolpidem tissue concentrations']]","[['ambien', 'death'], ['zolpidem', 'death']]"
these nail changes gradually disappeared when the dose of clofazimine was reduced.,"[['clofazimine', 'nail changes']]","[['clofazimine', 'nail changes']]"
life-threatening anaphylactoid reaction to amifostine used with concurrent chemoradiotherapy for nasopharyngeal cancer in a patient with dermatomyositis: a case report with literature review.,"[['amifostine', 'anaphylactoid reaction']]","[['amifostine', 'anaphylactoid reaction']]"
atenolol-induced pseudolymphoma.,"[['atenolol', 'pseudolymphoma']]","[['atenolol', 'pseudolymphoma']]"
"renal failure is a rare complication associated with the use of rifampicin for the treatment of tuberculosis, usually occurring well into the course of therapy.","[['rifampicin', 'renal failure']]","[['rifampicin', 'renal failure']]"
sirolimus-eluting stent thrombosis several years after clopidogrel discontinuation.,"[['clopidogrel', 'sirolimus-eluting stent thrombosis']]","[['clopidogrel', 'sirolimus-eluting stent thrombosis']]"
potential mechanisms regarding the pathophysiology of lithium-associated cdi are discussed.,"[['lithium', 'cdi']]","[['lithium', 'cdi']]"
this report highlights a case of drug-induced dysphagia in a patient receiving haloperidol for obsessive nocturnal thoughts and auditory disturbances.,"[['haloperidol', 'dysphagia']]","[['haloperidol', 'dysphagia']]"
the clinical picture was identical to that of chloroquine and hydroxychloroquine maculopathy.,"[['chloroquine', 'maculopathy'], ['hydroxychloroquine', 'maculopathy']]","[['chloroquine', 'maculopathy'], ['hydroxychloroquine', 'maculopathy']]"
conclusion: a patient with chf and esrd developed myoclonic muscle spasms after receiving dobutamine by continuous i.v. infusion.,"[['dobutamine', 'myoclonic muscle spasms']]","[['dobutamine', 'myoclonic muscle spasms']]"
reversible findings of restricted diffusion in 5-fluorouracil neurotoxicity.,"[['5-fluorouracil', 'reversible findings of restricted diffusion']]","[['5-fluorouracil', 'neurotoxicity']]"
an amiodarone optic neuropathy has been described.,"[['amiodarone', 'optic neuropathy']]","[['amiodarone', 'optic neuropathy']]"
one case of tacrolimus-induced hepatic vod developing after lung transplantation (lt) has been recently reported.,"[['tacrolimus', 'hepatic vod']]","[['tacrolimus', 'hepatic vod']]"
a 78-year-old man with a transvenous cardioverter defibrillator system developed frequent shocks during oral procainamide therapy.,"[['procainamide', 'cardioverter defibrillator system']]","[['procainamide', 'shocks']]"
conclusions: there was a temporal relationship between the onset of nonconvulsive status epilepticus and initiation of ifosfamide infusion.,"[['ifosfamide', 'nonconvulsive status epilepticus']]","[['ifosfamide', 'nonconvulsive status epilepticus']]"
"results: one case of recurrent primary peritoneal carcinoma previously treated with a carboplatin-based regimen, developed a platinum hypersensitivity.","[['carboplatin', 'platinum hypersensitivity']]","[['carboplatin', 'platinum hypersensitivity']]"
"we present three patients with paradoxical seizures; their serum phenytoin levels were 43.5 mcg/ml, 46.5 mcg/ml and 38.3 mcg/ml.","[['phenytoin', 'seizures']]","[['phenytoin', 'seizures']]"
"he was started on digoxin, 0.25 mg daily, because of echocardiographically demonstrated left ventricular dilatation and functional impairment; he died of ventricular fibrillation 15 days later.","[['digoxin', 'ventricular fibrillation']]","[['digoxin', 'functional impairment'], ['digoxin', 'left ventricular dilatation'], ['digoxin', 'ventricular fibrillation']]"
"we report a 4-year-old girl who presented with acute bilateral blindness, a focal seizure and hypertension 10 days after commencing oxybutynin to treat enuresis.","[['oxybutynin', 'acute bilateral blindness']]","[['oxybutynin', 'acute bilateral blindness'], ['oxybutynin', 'focal seizure'], ['oxybutynin', 'hypertension']]"
acute sensorineural hearing loss following intravenous ketoralac administration.,"[['ketoralac', 'sensorineural hearing loss']]","[['ketoralac', 'acute sensorineural hearing loss']]"
a cause-effect relationship to capecitabine was suggested due to resolution of headache with capecitabine withdrawal and reappearance with capecitabine rechallenge.,"[['capecitabine', 'headache']]","[['capecitabine', 'headache']]"
sixteen of 33 patients developed significant hyponatremia and hypoosmolality during oral treatment with lorcainide.,"[['lorcainide', 'hyponatremia']]","[['lorcainide', 'hyponatremia'], ['lorcainide', 'hypoosmolality']]"
the hiv protease inhibitor indinavir may cause nephrolithiasis and interstitial nephritis.,"[['indinavir', 'nephrolithiasis'], ['indinavir', 'interstitial nephritis']]","[['indinavir', 'interstitial nephritis'], ['indinavir', 'nephrolithiasis']]"
thoracoscopic biopsy to confirm metastasis revealed instead fibrotic lesions apparently attributable to bleomycin or cyclophosphamide.,"[['bleomycin', 'thoracoscopic biopsy'], ['cyclophosphamide', 'thoracoscopic biopsy']]","[['bleomycin', 'fibrotic lesions'], ['cyclophosphamide', 'fibrotic lesions']]"
it is concluded that siadh is an important side effect of lorcainide therapy.,"[['lorcainide', 'siadh']]","[['lorcainide', 'siadh']]"
"after excluding other causes of long qt syndrome, the hcq was suspected as the cause of her ventricular tachycardia.","[['hcq', 'ventricular tachycardia']]","[['hcq', 'ventricular tachycardia']]"
purpose: we report an unusual paradoxical effect of brimonidine.,"[['brimonidine', 'paradoxical effect']]","[['brimonidine', 'paradoxical effect']]"
prominent positive u waves appearing with high-dose intravenous phenylephrine.,"[['phenylephrine', 'prominent positive u waves']]","[['phenylephrine', 'positive u waves']]"
"the knowledge concerning vgb-associated visual dysfunction in pediatric patients, particularly in those who have been exposed to vgb in utero is limited.","[['vgb', 'visual dysfunction']]","[['vgb', 'visual dysfunction']]"
"extrapyramidal side effects induced by some selective serotonin reuptake inhibitors (ssris), i.e. fluoxetine and sertraline, have been previously reported in patients with depression and obsessive-compulsive disorder (ocd).","[['fluoxetine', 'extrapyramidal side effects'], ['sertraline', 'extrapyramidal side effects']]","[['fluoxetine', 'extrapyramidal side effects'], ['sertraline', 'extrapyramidal side effects']]"
fatal digoxin poisoning: an unsuccessful resuscitation with use of digoxin-immune fab.,"[['digoxin', 'fatal poisoning']]","[['digoxin', 'fatal digoxin poisoning']]"
"in the first patient, two episodes of ventricular tachycardia requiring cardioversion occurred in close temporal sequence with administering bretylium.","[['bretylium', 'ventricular tachycardia']]","[['bretylium', 'ventricular tachycardia']]"
epstein-barr virus-associated lymphoproliferative disorder in a patient with rheumatoid arthritis on methotrexate and rofecoxib: idiosyncratic reaction or pharmacogenetics?,"[['methotrexate', 'epstein-barr virus-associated lymphoproliferative disorder'], ['rofecoxib', 'epstein-barr virus-associated lymphoproliferative disorder']]","[['methotrexate', 'epstein-barr virus-associated lymphoproliferative disorder'], ['rofecoxib', 'epstein-barr virus-associated lymphoproliferative disorder']]"
the allopurinol hypersensitivity syndrome is a rare adverse drug reaction.,"[['allopurinol', 'hypersensitivity syndrome']]","[['allopurinol', 'hypersensitivity syndrome']]"
"however here we reported two patients, presenting with pd during high dose colchicine treatment for familiar mediterranean fever (fmf).","[['colchicine', 'familial mediterranean fever']]","[['colchicine', 'pd']]"
"methods: the patient required insulin desensitization for severe urticaria, angioedema, and occasional wheezing resulting from her insulin dose.","[['insulin', 'urticaria'], ['insulin', 'angioedema'], ['insulin', 'wheezing']]","[['insulin', 'angioedema'], ['insulin', 'angioedema'], ['insulin', 'severe urticaria'], ['insulin', 'severe urticaria'], ['insulin', 'wheezing'], ['insulin', 'wheezing']]"
"we report an 82-year-old man who developed ventricular tachycardia and torsades de pointes (tdp) after oral administration of garenoxacin, a novel quinolone antibiotic agent that differs from the third-generation quinolones, for pneumonia.","[['garenoxacin', 'ventricular tachycardia'], ['garenoxacin', 'torsades de pointes']]","[['garenoxacin', 'tdp'], ['garenoxacin', 'torsades de pointes'], ['garenoxacin', 'ventricular tachycardia']]"
